Call Number,Author,Title,Barcode,Year,Date Acquired,Status,Circs
F ARD,"Arden, Katherine.",The winter of the witch : a novel,3043700014142,2019,12/5/2019,Available,0
F ARM,"Armentrout, Jennifer L.,",The darkest star,3043700008656,2018,8/9/2019,Available,0
F ARM,"Armentrout, Jennifer L.",Don't look back,3043700015041,2015,12/5/2019,Available,0
F ARM,"Armentrout, Jennifer L.",Every last breath,3043700009263,2015,8/9/2019,Available,0
F ARM,"Armentrout, Jennifer L.",If there's no tomorrow,,2017,9/3/2019,Follett eBook,0
F ARM,"Armentrout, Jennifer L.,",If there's no tomorrow,3043700013286,2017,12/5/2019,Available,0
F ARM,"Armentrout, Jennifer L.,",Lux. Opposition,3043700012974,2014,12/5/2019,Available,0
F ARM,"Armentrout, Jennifer L.,",Meet cute,3043700013363,2018,12/5/2019,Available,3
F ARM,"Armentrout, Jennifer L.,",Oblivion,3043700012991,2015,12/5/2019,Available,0
F ARM,"Armentrout, Jennifer L.",Origin,3043700012998,2013,12/5/2019,Available,0
F ARM,"Armentrout, Jennifer L.",The problem with forever,,2016,9/3/2019,Follett eBook,0
F ARM,"Armentrout, Jennifer L.,",The problem with forever,3043700014728,2016,12/5/2019,Available,0
F ARM,"Armentrout, Jennifer L.",Stone cold touch,3043700011708,2014,8/9/2019,Available,0
F ARM,"Armentrout, Jennifer L.",White hot kiss,3043700012362,2014,8/9/2019,Available,0
F ARM,"Armistead, Cal.",Being Henry David,,2019,8/28/2020,Follett eBook,0
F ARM,"Armistead, Cal.",Being Henry David,3043700008085,2013,8/9/2019,Available,0
F ARM,"Armour, Violetta,",I'll always be with you,3043700009911,2015,8/9/2019,Available,0
F ARM,"Armstrong, Kelley.",The awakening,3043700013576,2009,12/5/2019,Available,0
F ARM,"Armstrong, Kelley.",The calling,3043700008343,2012,8/9/2019,Available,0
F ARM,"Armstrong, Kelley.",Empire of night,3043700013648,2015,12/5/2019,Available,0
F ARM,"Armstrong, Kelley.",Forest of ruin,3043700012743,2016,12/5/2019,Available,0
F ARM,"Armstrong, Kelley.",The gathering,3043700009472,2011,8/9/2019,Available,0
F ARM,"Armstrong, Kelley.",Missing,3043700013370,2017,12/5/2019,Available,0
F ARM,"Armstrong, Kelley.",The reckoning,3043700013875,2010,12/5/2019,Available,0
F ARM,"Armstrong, Kelley.",Sea of shadows,3043700013890,2014,12/5/2019,Available,0
F ARM,"Armstrong, Kelley.",The summoning,3043700013916,2008,12/5/2019,Available,0
F ARM,"Armstrong, Kelley.",The unquiet past,3043700012088,2015,8/9/2019,Available,0
F ARN,"Arnett, Mindee.",Avalon,3043700003336,2014,8/9/2019,Available,1
F ARN,"Arnett, Mindee.",The Nightmare affair,3043700010588,2014,8/9/2019,Available,1
F ARN,"Arnett, Mindee,",The nightmare charade,3043700010589,2016,8/9/2019,Available,0
F ARN,"Arnett, Mindee.",The Nightmare dilemma,3043700010591,2015,8/9/2019,Available,0
F ARN,"Arnett, Mindee.",Onyx & ivory,3043700013852,2018,12/5/2019,Available,0
F ARN,"Arnett, Mindee.",Polaris,3043700013869,2015,12/5/2019,Available,1
F ARN,"Arnold, David, 1981-",Kids of appetite,,2016,9/3/2019,Follett eBook,0
F ARN,"Arnold, David, 1981-",Kids of appetite,3043700012872,2016,12/5/2019,Available,0
F ARN,"Arnold, David, 1981-",Mosquitoland,3043700010504,2015,8/9/2019,Available,1
F ARN,"Arnold, David, 1981-",The strange fascinations of Noah Hypnotik,,2018,9/3/2019,Follett eBook,0
F ARN,"Arnold, David, 1981-",The strange fascinations of Noah Hypnotik,3043700011737,2018,8/9/2019,Available,0
F ARN,"Arnold, Elana K.",Damsel,3043700013613,2018,12/5/2019,Available,2
F ARN,"Arnold, Elana K.",Infandous,,2015,9/26/2019,Follett eBook,0
F ARN,"Arnold, Elana K.",Infandous,3043700014030,2015,12/5/2019,Available,0
F ARN,"Arnold, Elana K.,",Red Hood,3043700016297,2020,5/20/2020,Available,0
F ARN,"Arnold, Elana K.",What girls are made of,,2017,9/26/2019,Follett eBook,0
F ARN,"Arnold, Elana K.",What girls are made of,3043700012290,2017,8/9/2019,Available,1
F ARN,"Arnold, Tedd.",Rat life,3043700014737,2009,12/5/2019,Available,0
F ARN,"Arntson, Steven, 1973-",The wrap-up list,3043700012477,2013,8/9/2019,Available,0
F ARS,"Arsenault, Emily.",The leaf reader,,2017,9/26/2019,Follett eBook,0
F ARS,"Arsenault, Emily.",The leaf reader,3043700010179,2017,8/9/2019,Available,0
F ASE,"Asebedo, Miranda,",The deepest roots,3043700008725,2018,8/9/2019,Available,0
F ASH,"Asher, Jay, 1975-",The future of us,3043700009441,2012,8/9/2019,Available,0
F ASH,"Asher, Jay, 1975-",Th1rteen r3asons why,3043700011839,2016,8/9/2019,Checked Out,4
F ASH,"Asher, Jay, 1975-",What light,3043700012305,2016,8/9/2019,Available,0
F ASH,"Ashton, Brodi.",Diplomatic immunity,3043700008776,2016,8/9/2019,Available,0
F ASH,"Ashton, Brodi,",Everbound,3043700009247,2013,8/9/2019,Available,0
F ASH,"Ashton, Brodi.",Everneath,3043700009255,2012,8/9/2019,Available,0
F ASH,"Ashton, Brodi,",Evertrue,3043700009257,2015,8/9/2019,Available,0
F ASI,"Asimov, Isaac, 1920-1992.",Foundation,3043700009369,2008,8/9/2019,Available,2
F ASK,"Askew, Kim.",Anyone but you,3043700003256,2014,8/9/2019,Available,0
F ASK,"Askew, Kim.",Exposure,3043700008850,2012,8/9/2019,Available,0
F ASK,"Askew, Kim.",Tempestuous,3043700011829,2012,8/9/2019,Available,0
F ASL,"Aslan, Austin.",The islands at the end of the world,3043700014347,2015,12/5/2019,Available,0
F ASP,"Asphyxia (Novelist),",The words in my hands,3043700071383,,9/30/2022,Available,0
F ATK,"Atkins, Jeannine, 1953-",Stone mirrors : the sculpture and silence of Edmonia Lewis,3043700011711,2017,8/9/2019,Available,0
F ATT,"Atta, Dean,",The Black Flamingo,3043700017033,2020,12/14/2020,Available,0
F ATW,"Atwater-Rhodes, Amelia,",Bloodwitch,3043700008197,2015,8/9/2019,Available,0
F ATW,"Atwater-Rhodes, Amelia.",Falcondance,3043700008875,2005,8/9/2019,Available,0
F ATW,"Atwater-Rhodes, Amelia.",Hawksong,3043700009721,2003,8/9/2019,Available,0
F ATW,"Atwater-Rhodes, Amelia.",Poison tree,3043700014060,2013,12/5/2019,Available,0
F ATW,"Atwater-Rhodes, Amelia.",Snakecharm,3043700011559,2006,8/9/2019,Available,0
F ATW,"Atwater-Rhodes, Amelia.",Wolfcry,3043700012445,2006,8/9/2019,Available,0
F ATW,"Atwater-Rhodes, Amelia.",Wyvernhail,3043700012484,2007,8/9/2019,Available,0
F ATW,"Atwood, M. C.",The devils you know,,2017,9/26/2019,Follett eBook,0
F ATW,"Atwood, M. C.",The devils you know,3043700008757,2017,8/9/2019,Available,0
F ATW,"Atwood, Margaret, 1939-",The Handmaid's tale,3043700009698,2006,8/9/2019,Checked Out,5
F ATW,"Atwood, Margaret, 1939-",The handmaid's tale,3043700016797,2017,12/14/2020,Available,3
F ATW,"Atwood, Margaret, 1939-",The heart goes last : a novel,3043700012779,2015,12/5/2019,Available,0
F ATW,"Atwood, Margaret, 1939-",MaddAddam : a novel,3043700010370,2014,8/9/2019,Available,0
F ATW,"Atwood, Margaret, 1939-",Oryx and Crake : a novel,3043700010752,2004,8/9/2019,Available,0
F ATW,"Atwood, Margaret, 1939-",The year of the flood : a novel,3043700012496,2010,8/9/2019,Available,0
F ATW,"Atwood, Margaret Eleanor.",The handmaid's tale,,1986,9/26/2019,Follett eBook,0
F ATW,"Atwood, Megan,",Break the code,3043700015601,2016,12/5/2019,Available,0
F ATW,"Atwood, Megan.",The bridge of death,3043700008276,2012,8/9/2019,Available,0
F ATW,"Atwood, Megan.",The cursed ballet,3043700008589,2013,8/9/2019,Available,0
F ATW,"Atwood, Megan.",The haunting of apartment 101,3043700009717,2012,8/9/2019,Available,0
F ATW,"Atwood, Megan,",Leaping at shadows,3043700010184,2013,8/9/2019,Available,0
F ATW,"Atwood, Megan.",The mayhem on Mohawk Avenue,3043700010434,2012,8/9/2019,Available,0
F ATW,"Atwood, Megan,",Stolen luck,3043700011706,2013,8/9/2019,Available,0
F ATW,"Atwood, Megan.",The terror of Black Eagle Tavern,3043700011836,2012,8/9/2019,Available,0
F AUC,"Auch, Mary Jane.",Ashes of roses,3043700003305,2015,8/9/2019,Available,0
F AUG,"August, John.",Arlo Finch in the valley of fire,3043700003276,2018,8/9/2019,Available,0
F AUS,"Austen, Jane, 1775-1817.",Emma,3043700009180,2009,8/9/2019,Checked Out,4
F AUS,"Austen, Jane, 1775-1817,",Love and freindship and other youthful writings,3043700010345,2014,8/9/2019,Available,0
F AUS,"Austen, Jane, 1775-1817.",Persuasion,3043700010836,2011,8/9/2019,Available,1
F AUS,"Austen, Jane, 1775-1817.",Persuasion,3043700014724,2011,12/5/2019,Available,1
F AUS,"Austen, Jane, 1775-1817.",Pride and prejudice,3043700010909,2008,8/9/2019,Available,5
F AUS,"Austen, Jane, 1775-1817.",Pride and prejudice,3043700013031,2000,12/5/2019,Checked Out,5
F AUS,"Austen, Jane, 1775-1817.",Sense and sensibility,3043700011336,2008,8/9/2019,Checked Out,2
F AUS,"Austen, Jane, 1775-1817.",Sense and sensibility,3043700011337,2011,8/9/2019,Available,1
F AUS,"Austin, Lynn N.",Until we reach home,3043700012101,2008,8/9/2019,Available,0
F AVA,"Avasthi, Swati.",Split,3043700011656,2012,8/9/2019,Available,0
F AVE,"Averett, Edward, 1951-",Cameron and the girls,,2013,9/26/2019,Follett eBook,0
F AVE,"Averett, Edward, 1951-",Cameron and the girls,3043700013995,2013,12/5/2019,Available,0
F AVE,"Avery, Lara.",The memory book,3043700013364,2016,12/5/2019,Available,0
F AVE,"Avery, Lara,",A million miles away,3043700010457,2016,8/9/2019,Available,0
F AVE,"Aveyard, Victoria,",Cruel crown,3043700008569,2016,8/9/2019,Available,0
F AVE,"Aveyard, Victoria.",Glass sword,3043700009575,2016,8/9/2019,Available,1
F AVE,"Aveyard, Victoria.",King's cage,3043700010090,2017,8/9/2019,Available,0
F AVE,"Aveyard, Victoria.",Red queen,3043700011056,2015,8/9/2019,Checked Out,10
F AVE,"Aveyard, Victoria.",War storm,3043700012218,2018,8/9/2019,Available,0
F AVI,"Avi, 1937-",The Traitors' Gate,3043700013963,2007,12/5/2019,Available,0
F AVI,"Avi, 1937-",Wolf rider,3043700012444,2008,8/9/2019,Available,0
F AYA,"Ayarbe, Heidi.",Compulsion,3043700008492,2011,8/9/2019,Available,0
F AYA,"Ayarbe, Heidi.",Wanted,3043700012212,2012,8/9/2019,Available,0
F AZA,"Azad, Nafiza,",The candle and the flame,3043700017354,2020,12/14/2020,Available,0
F AZA,"Azad, Nafiza,",The wild ones : a broken anthem for a girl nation,3043700071388,2021,9/30/2022,Available,0
F BAB,"Babu, Chris, 1975-",The expedition,3043700008845,2018,8/9/2019,Checked Out,1
F BAB,"Babu, Chris, 1975-",The Initiation,3043700009955,2018,8/9/2019,Checked Out,1
F BAC,"Bach, Mette, 1976-",Femme,3043700008940,2015,8/9/2019,Available,0
F BAC,"Bachmann, Stefan, 1993-",A drop of night,3043700012709,2016,12/5/2019,Available,0
F BAC,"Bachorz, Pam, 1973-",Candor,3043700015520,2010,12/5/2019,Available,0
F BAC,"Bachorz, Pam, 1973-",Drought,3043700014011,2011,12/5/2019,Available,0
F BAC,"Bacigalupi, Paolo.",The drowned cities,3043700009123,2013,8/9/2019,Available,0
F BAC,"Bacigalupi, Paolo.",Ship breaker,3043700011436,2011,8/9/2019,Available,0
F BAC,"Bacigalupi, Paolo.",Tool of war,3043700011951,2017,8/9/2019,Available,0
F BAC,"Backes, M. Molly.",The princesses of Iowa,3043700013032,2012,12/5/2019,Available,0
F BAC,"Backman, Fredrik, 1981-",A man called Ove : a novel,3043700010390,2015,8/9/2019,Available,1
F BAC,"Backman, Fredrik, 1981-",My grandmother asked me to tell you she's sorry : a novel,3043700012976,2015,12/5/2019,Available,0
F BAC,"Backman, Fredrik, 1981-",Us against you : a novel,3043700012113,2018,8/9/2019,Available,0
F BAC,"Bacon, Michele.",Antipodes,3043700003251,2018,8/9/2019,Available,0
F BAC,"Bacon, Michele.",Life before,,2016,9/26/2019,Follett eBook,0
F BAC,"Bacon, Michele.",Life before,3043700010235,2016,8/9/2019,Available,1
F BAC,"Bacskai, Andrew.",Fighting the legend,3043700008961,2011,8/9/2019,Available,0
F BAD,"Badger, H. (Hilary),",State of grace,3043700011689,2015,8/9/2019,Available,0
F BAE,"Baer, Marianna.",The inconceivable life of Quinn,,2017,9/26/2019,Follett eBook,0
F BAE,"Baer, Marianna.",The inconceivable life of Quinn,3043700013722,2017,12/5/2019,Available,0
F BAG,"Baggott, Julianna.",Burn,3043700008309,2014,8/9/2019,Available,0
F BAG,"Baggott, Julianna,",Fuse,3043700009440,2013,8/9/2019,Available,0
F BAG,"Baggott, Julianna.",Pure,3043700010967,2012,8/9/2019,Available,0
F BAG,"Baguchinsky, Jill.",Mammoth,3043700010389,2018,8/9/2019,Checked Out,2
F BAI,"Bailey, Em.",The special ones,,2017,9/26/2019,Follett eBook,0
F BAI,"Bailey, Em,",The Special Ones,3043700013091,2016,12/5/2019,Available,0
F BAI,"Bailey, Kristin.",Legacy of the clockwork key,3043700010196,2013,8/9/2019,Available,0
F BAI,"Bailey, Kristin,",Rise of the arcane fire,3043700011129,2014,8/9/2019,Available,0
F BAI,"Bailey, Kristin,",Shadow of the war machine,3043700011381,2015,8/9/2019,Available,0
F BAJ,"Bajpai, Nandini,",A match made in mehendi,3043700016275,2019,5/20/2020,Available,1
F BAK,"Baker, Brianna.",Little white lies,,2016,9/26/2019,Follett eBook,0
F BAK,"Baker, Chandler.",Alive,3043700002717,2015,8/9/2019,Available,0
F BAK,"Baker, Chandler.",Teen Frankenstein,3043700013127,2016,12/5/2019,Available,0
F BAK,"Baker, Chandler.",Teen Hyde,3043700013128,2017,12/5/2019,Available,0
F BAK,"Baker, Chandler.",This is not the end,3043700011883,2017,8/9/2019,Available,2
F BAK,"Baker, Jo,",Longbourn,3043700010309,2014,8/9/2019,Available,0
F BAL,"Baldacci, David.",The finisher,3043700008980,2014,8/9/2019,Available,0
F BAL,"Baldacci, David,",The keeper,3043700010052,2015,8/9/2019,Available,0
F BAL,"Baldacci, David,",The width of the world,3043700012381,2017,8/9/2019,Available,0
F BAL,"Baldwin, James, 1924-1987,",Go tell it on the mountain,3043700014494,2013,12/5/2019,Available,1
F BAL,"Baldwin, James, 1924-1987,","Little man, little man : a story of childhood",3043700010292,2018,8/9/2019,Available,0
F BAL,"Baldwin, Kathleen,",Exile for dreamers,3043700014478,2017,12/5/2019,Available,0
F BAL,"Baldwin, Kathleen,",Refuge for masterminds,3043700013424,2017,12/5/2019,Available,0
F BAL,"Baldwin, Kathleen.",A school for unusual girls,3043700013061,2015,12/5/2019,Available,0
F BAL,"Ballard, Alexandra.",What I lost,3043700012297,2017,8/9/2019,Available,0
F BAL,"Balog, Cyn.",Alone,,2017,9/26/2019,Follett eBook,0
F BAL,"Balog, Cyn.",Alone,3043700002764,2017,8/9/2019,Available,0
F BAL,"Balog, Cyn.",That night,,2019,8/28/2020,Follett eBook,0
F BAL,"Balog, Cyn.",Unnatural deeds,,2016,9/26/2019,Follett eBook,0
F BAN,"Banerjee, Sorboni.",Hide with me,,2019,9/3/2019,Follett eBook,0
F BAN,"Banerjee, Sorboni,",Hide with me,3043700013274,2018,12/5/2019,Available,0
F BAN,"Banks, Anna,",Ally,3043700002761,2017,8/9/2019,Available,0
F BAN,"Banks, Anna.",Joyride,3043700013320,2015,12/5/2019,Available,0
F BAN,"Banks, Anna,",Nemesis,3043700010548,2016,8/9/2019,Available,0
F BAN,"Banks, Anna.",Of Neptune,3043700013395,2014,12/5/2019,Available,1
F BAN,"Banks, Anna,",Of Poseidon,3043700014562,2013,12/5/2019,Available,2
F BAN,"Banks, Anna.",Of Triton,3043700013396,2013,12/5/2019,Available,1
F BAN,"Bannen, Megan.",The bird and the blade,3043700008132,2018,8/9/2019,Available,0
F BAN,"Bannen, Megan,",Soulswift,3043700017467,2020,12/14/2020,Available,0
F BAO,"Bao, Karen.",Dove alight,3043700013230,2017,12/5/2019,Available,0
F BAR,"Barakiva, Michael.",One man guy,3043700010720,2014,8/9/2019,Available,1
F BAR,"Baratz-Logsted, Lauren.","Red girl, blue boy",3043700011050,2015,8/9/2019,Available,0
F BAR,"Baratz-Logsted, Lauren,",Twin's daughter,3043700014399,2014,12/5/2019,Available,0
F BAR,"Barbieri, Heather Doran, 1963-",The cottage at Glass Beach : a novel,3043700014646,2013,12/5/2019,Available,0
F BAR,"Barbieri, Kara.",White stag,3043700012366,2019,8/9/2019,Available,0
F BAR,"Bard, Patrick.",Point of view,,2020,9/3/2020,Follett eBook,0
F BAR,"Bardsley, Jennifer.",Genesis girl,,2019,9/3/2019,Follett eBook,0
F BAR,"Bardugo, Leigh.",Crooked kingdom,3043700008553,2016,8/9/2019,Available,3
F BAR,"Bardugo, Leigh.",King of scars,3043700010082,2019,8/9/2019,Available,4
F BAR,"Bardugo, Leigh.",The language of thorns : midnight tales and dangerous magic,3043700010125,2017,8/9/2019,Available,1
F BAR,"Bardugo, Leigh.",Ruin and rising,3043700011176,2014,8/9/2019,Checked Out,5
F BAR,"Bardugo, Leigh.",Shadow and bone,3043700011368,2012,8/9/2019,Available,7
F BAR,"Bardugo, Leigh.",Siege and storm,3043700011457,2013,8/9/2019,Available,8
F BAR,"Bardugo, Leigh.",Six of crows,3043700011509,2015,8/9/2019,Checked Out,8
F BAR,"Bardugo, Leigh.",Wonder Woman Warbringer,,2017,9/3/2019,Follett eBook,0
F BAR,"Bardugo, Leigh.",Wonder Woman : Warbringer,3043700012455,2017,8/9/2019,Available,0
F BAR,"Baricco, Alessandro, 1958-",An Iliad,3043700009910,2007,8/9/2019,Available,0
F BAR,"Barker, Clive, 1952-",Abarat,3043700014606,2011,12/5/2019,Available,0
F BAR,"Barker, Clive, 1952-",Absolute midnight,3043700014998,2013,12/5/2019,Available,0
F BAR,"Barker, Clive, 1952-","Days of magic, nights of war",3043700014457,2011,12/5/2019,Available,0
F BAR,"Barker, Kathryn,",In the skin of a monster,3043700009939,2015,8/9/2019,Available,0
F BAR,"Barker, Michelle,",The house of one thousand eyes,3043700013705,2018,12/5/2019,Available,0
F BAR,"Barker, Michelle, 1964-",The house of one thousand eyes,,2018,9/26/2019,Follett eBook,0
F BAR,"Barker, Michelle, 1964-",My long list of impossible things,3043700017284,2020,12/14/2020,Available,0
F BAR,"Barkley, Brad.",Dream factory,3043700009113,2009,8/9/2019,Available,0
F BAR,"Barlow, Toby.",Sharp teeth,3043700011406,2009,8/9/2019,Available,0
F BAR,"Barnaby, Hannah Rodgers,",Some of the parts,3043700011572,2016,8/9/2019,Available,0
F BAR,"Barnaby, Hannah Rodgers.",Wonder Show,3043700012454,2012,8/9/2019,Available,0
F BAR,"Barnard, Sara.",Fragile like us,3043700009379,2017,8/9/2019,Available,0
F BAR,"Barnard, Sara,","Goodbye, perfect : a novel",3043700013677,2019,12/5/2019,Available,0
F BAR,"Barnard, Sara.",A quiet kind of thunder,3043700010985,2018,8/9/2019,Available,0
F BAR,"Barnes, Jennifer (Jennifer Lynn)",All in,3043700002723,2015,8/9/2019,Available,0
F BAR,"Barnes, Jennifer (Jennifer Lynn)",Bad blood,3043700003355,2016,8/9/2019,Available,0
F BAR,"Barnes, Jennifer (Jennifer Lynn),",Every other day,3043700009266,2013,8/9/2019,Available,0
F BAR,"Barnes, Jennifer (Jennifer Lynn)",The fixer,3043700012741,2015,12/5/2019,Available,0
F BAR,"Barnes, Jennifer (Jennifer Lynn)",The inheritance games,3043700017379,2020,12/14/2020,Checked Out,12
F BAR,"Barnes, Jennifer (Jennifer Lynn)",Killer instinct,3043700010071,2014,8/9/2019,Available,1
F BAR,"Barnes, Jennifer (Jennifer Lynn)",Little white lies,,2018,9/26/2019,Follett eBook,0
F BAR,"Barnes, Jennifer (Jennifer Lynn)",Little white lies,3043700013768,2018,12/5/2019,Available,0
F BAR,"Barnes, Jennifer (Jennifer Lynn)",The long game,3043700015469,2017,12/5/2019,Available,0
F BAR,"Barnes, Jennifer (Jennifer Lynn)",The Naturals,3043700010543,2013,8/9/2019,Available,0
F BAR,"Barnes, Jennifer (Jennifer Lynn).",Nobody,3043700010625,2013,8/9/2019,Available,0
F BAR,"Barnes, Jennifer Lynn",The Hawthorne legacy,3043700071381,2021,9/9/2022,Checked Out,1
F BAR,"Barnes, John, 1957-",Tales of the madman underground : an historical romance 1973,3043700011812,,8/9/2019,Available,0
F BAR,"Barnes, Steven, 1952-",Domino Falls : a novel,3043700008806,2013,8/9/2019,Available,0
F BAR,"Barnholdt, Lauren,",Heat of the moment,3043700014504,2015,12/5/2019,Available,0
F BAR,"Barnholdt, Lauren.",Right of way,3043700011117,2013,8/9/2019,Available,0
F BAR,"Barnholdt, Lauren.",Sometimes it happens,3043700013090,2011,12/5/2019,Available,0
F BAR,"Barnholdt, Lauren.",The thing about the truth,3043700011859,2012,8/9/2019,Available,0
F BAR,"Barnholdt, Lauren.",Through to you,3043700011930,2014,8/9/2019,Available,0
F BAR,"Barnholdt, Lauren,",Two-way street,3043700012030,2013,8/9/2019,Available,0
F BAR,"Barnhouse, Rebecca.",The book of the maidservant,3043700014631,2011,12/5/2019,Available,0
